customer_id,date,minutes_watched,pages_viewed,activity_score
C100352,2025-05-31,34,64,96.7
C100352,2025-06-30,76,73,100.0
C100352,2025-07-31,175,75,100.0
C100352,2025-08-31,117,124,81.0
C100352,2025-09-30,30,53,40.7
C100352,2025-10-31,124,59,100.0
C100353,2025-05-31,76,34,75.3
C100353,2025-06-30,34,0,63.6
C100353,2025-07-31,79,28,65.6
C100353,2025-08-31,71,28,100.0
C100353,2025-09-30,89,47,94.8
C100353,2025-10-31,29,41,67.2
C100354,2024-11-30,24,12,67.1
C100354,2024-12-31,41,9,82.4
C100354,2025-01-31,16,14,74.1
C100354,2025-02-28,22,20,39.6
C100354,2025-03-31,16,11,72.9
C100354,2025-04-30,21,17,43.8
C100354,2025-05-31,10,11,51.8
C100354,2025-06-30,24,9,51.2
C100354,2025-07-31,19,10,50.2
C100354,2025-08-31,18,7,73.1
C100354,2025-09-30,21,23,60.2
C100354,2025-10-31,15,26,63.3
C100355,2024-12-31,195,94,100.0
C100355,2025-01-31,169,23,100.0
C100355,2025-02-28,65,62,57.2
C100355,2025-03-31,160,84,100.0
C100355,2025-04-30,156,44,96.8
C100355,2025-05-31,191,114,90.7
C100355,2025-06-30,54,39,88.9
C100355,2025-07-31,208,31,100.0
C100355,2025-08-31,242,87,100.0
C100355,2025-09-30,195,31,100.0
C100355,2025-10-31,141,74,100.0
C100356,2024-11-30,69,0,46.7
C100356,2024-12-31,7,33,57.1
C100356,2025-01-31,66,12,85.5
C100356,2025-02-28,77,7,46.3
C100356,2025-03-31,59,62,100.0
C100356,2025-04-30,73,16,92.1
C100356,2025-05-31,49,16,23.5
C100356,2025-06-30,62,18,72.6
C100356,2025-07-31,4,33,2.7
C100356,2025-08-31,86,39,73.1
C100356,2025-09-30,73,12,75.8
C100356,2025-10-31,79,0,67.4
C100357,2025-09-30,59,26,98.8
C100357,2025-10-31,33,18,22.7
C100358,2024-12-31,224,59,100.0
C100358,2025-01-31,137,96,100.0
C100358,2025-02-28,288,89,100.0
C100358,2025-03-31,108,53,56.0
C100358,2025-04-30,142,102,85.1
C100358,2025-05-31,94,133,52.8
C100358,2025-06-30,24,21,27.2
C100358,2025-07-31,161,54,99.3
C100358,2025-08-31,204,40,100.0
C100358,2025-09-30,224,50,100.0
C100358,2025-10-31,126,108,60.6
C100359,2024-11-30,6,7,34.2
C100359,2024-12-31,15,8,69.4
C100359,2025-01-31,16,5,48.3
C100359,2025-02-28,13,4,22.1
C100359,2025-03-31,20,6,76.0
C100359,2025-04-30,8,6,88.9
C100359,2025-05-31,12,8,29.7
C100359,2025-06-30,9,19,56.4
C100359,2025-07-31,21,0,64.2
C100359,2025-08-31,29,16,73.0
C100359,2025-09-30,10,11,66.7
C100359,2025-10-31,5,3,69.4
C100360,2025-07-31,27,0,74.9
C100360,2025-08-31,20,14,44.0
C100360,2025-09-30,25,15,51.3
C100360,2025-10-31,20,6,89.7
C100361,2025-06-30,57,13,54.7
C100361,2025-07-31,63,43,44.3
C100361,2025-08-31,104,35,94.0
C100361,2025-09-30,57,30,66.0
C100361,2025-10-31,84,29,93.3
C100362,2025-05-31,16,11,39.3
C100362,2025-06-30,29,4,53.2
C100362,2025-07-31,17,7,70.1
C100362,2025-08-31,17,18,39.3
C100362,2025-09-30,21,5,65.4
C100362,2025-10-31,19,9,80.1
C100363,2025-06-30,14,13,39.3
C100363,2025-07-31,20,2,43.4
C100363,2025-08-31,19,20,58.3
C100363,2025-09-30,33,11,53.3
C100363,2025-10-31,32,12,47.8
C100364,2024-11-30,23,8,17.9
C100364,2024-12-31,27,16,95.8
C100364,2025-01-31,23,8,74.4
C100364,2025-02-28,26,19,57.8
C100364,2025-03-31,18,5,66.7
C100364,2025-04-30,7,14,64.1
C100364,2025-05-31,24,10,88.7
C100364,2025-06-30,26,6,46.9
C100364,2025-07-31,12,13,34.0
C100364,2025-08-31,28,17,41.8
C100364,2025-09-30,18,10,73.7
C100364,2025-10-31,32,0,54.3
C100365,2025-03-31,17,1,46.0
C100365,2025-04-30,23,8,26.8
C100365,2025-05-31,42,11,66.2
C100365,2025-06-30,11,11,50.4
C100365,2025-07-31,4,3,67.2
C100365,2025-08-31,35,12,83.7
C100365,2025-09-30,18,9,77.8
C100365,2025-10-31,33,17,39.7
C100366,2025-02-28,58,34,64.1
C100366,2025-03-31,69,44,93.1
C100366,2025-04-30,100,24,56.1
C100366,2025-05-31,68,63,63.1
C100366,2025-06-30,76,42,79.2
C100366,2025-07-31,60,13,24.4
C100366,2025-08-31,33,22,82.9
C100366,2025-09-30,57,20,51.2
C100366,2025-10-31,75,54,96.3
C100367,2025-02-28,24,1,51.0
C100367,2025-03-31,35,16,30.9
C100367,2025-04-30,19,12,41.1
C100367,2025-05-31,1,10,34.6
C100367,2025-06-30,13,7,51.7
C100367,2025-07-31,19,4,51.9
C100367,2025-08-31,5,11,0.0
C100367,2025-09-30,17,15,34.5
C100367,2025-10-31,25,16,0.0
C100368,2024-12-31,56,0,66.3
C100368,2025-01-31,59,0,100.0
C100368,2025-02-28,66,14,100.0
C100368,2025-03-31,16,7,9.3
C100368,2025-04-30,103,35,97.5
C100368,2025-05-31,67,40,73.9
C100368,2025-06-30,66,31,59.8
C100368,2025-07-31,58,34,71.5
C100368,2025-08-31,24,5,79.7
C100368,2025-09-30,52,40,45.5
C100368,2025-10-31,24,14,53.5
C100369,2024-11-30,44,53,68.3
C100369,2024-12-31,104,37,36.4
C100369,2025-01-31,85,2,82.9
C100369,2025-02-28,41,68,92.5
C100369,2025-03-31,42,27,68.9
C100369,2025-04-30,80,30,56.2
C100369,2025-05-31,42,29,88.7
C100369,2025-06-30,70,16,86.3
C100369,2025-07-31,50,46,100.0
C100369,2025-08-31,51,44,52.1
C100369,2025-09-30,57,30,65.1
C100369,2025-10-31,119,24,100.0
C100370,2024-11-30,4,12,74.2
C100370,2024-12-31,15,0,54.2
C100370,2025-01-31,20,14,96.9
C100370,2025-02-28,16,4,32.0
C100370,2025-03-31,21,12,46.1
C100370,2025-04-30,26,12,59.5
C100370,2025-05-31,12,7,5.4
C100370,2025-06-30,21,10,60.8
C100370,2025-07-31,24,12,55.8
C100370,2025-08-31,20,1,45.0
C100370,2025-09-30,20,5,73.9
C100370,2025-10-31,14,11,57.0
C100371,2025-10-31,25,15,72.2
C100372,2025-04-30,9,51,83.5
C100372,2025-05-31,48,34,48.2
C100372,2025-06-30,13,16,43.5
C100372,2025-07-31,51,12,52.3
C100372,2025-08-31,59,16,80.5
C100372,2025-09-30,76,72,97.8
C100372,2025-10-31,65,18,77.5
C100373,2025-01-31,22,6,73.0
C100373,2025-02-28,8,8,63.8
C100373,2025-03-31,17,8,52.9
C100373,2025-04-30,13,17,34.0
C100373,2025-05-31,22,12,38.4
C100373,2025-06-30,20,4,84.5
C100373,2025-07-31,10,6,28.8
C100373,2025-08-31,9,19,63.9
C100373,2025-09-30,21,6,75.2
C100373,2025-10-31,13,14,36.9
C100374,2025-09-30,44,43,81.9
C100374,2025-10-31,74,11,65.7
C100375,2025-03-31,148,34,100.0
C100375,2025-04-30,5,37,41.5
C100375,2025-05-31,0,11,62.5
C100375,2025-06-30,141,136,100.0
C100375,2025-07-31,164,83,100.0
C100375,2025-08-31,0,11,52.0
C100375,2025-09-30,174,82,90.2
C100375,2025-10-31,192,132,100.0
C100376,2024-11-30,27,6,80.5
C100376,2024-12-31,21,13,64.3
C100376,2025-01-31,19,4,54.7
C100376,2025-02-28,27,7,76.9
C100376,2025-03-31,25,8,86.1
C100376,2025-04-30,17,19,64.3
C100376,2025-05-31,19,4,54.6
C100376,2025-06-30,18,2,51.6
C100376,2025-07-31,13,13,80.5
C100376,2025-08-31,10,20,50.8
C100376,2025-09-30,12,14,45.1
C100376,2025-10-31,19,7,40.0
C100377,2025-03-31,77,24,46.9
C100377,2025-04-30,73,8,51.3
C100377,2025-05-31,88,8,33.0
C100377,2025-06-30,74,24,70.3
C100377,2025-07-31,52,34,52.3
C100377,2025-08-31,95,3,90.6
C100377,2025-09-30,75,16,54.5
C100377,2025-10-31,84,12,65.9
C100378,2025-03-31,81,30,41.1
C100378,2025-04-30,101,20,75.6
C100378,2025-05-31,66,41,100.0
C100378,2025-06-30,20,44,71.5
C100378,2025-07-31,56,44,87.4
C100378,2025-08-31,26,61,27.5
C100378,2025-09-30,32,25,99.2
C100378,2025-10-31,52,29,96.0
C100379,2025-06-30,17,2,47.3
C100379,2025-07-31,30,10,98.6
C100379,2025-08-31,25,6,59.4
C100379,2025-09-30,13,5,100.0
C100379,2025-10-31,28,15,46.9
C100380,2024-11-30,227,116,100.0
C100380,2024-12-31,242,7,100.0
C100380,2025-01-31,83,30,84.1
C100380,2025-02-28,108,157,100.0
C100380,2025-03-31,139,152,100.0
C100380,2025-04-30,114,0,83.6
C100380,2025-05-31,103,78,86.1
C100380,2025-06-30,143,91,73.4
C100380,2025-07-31,163,51,100.0
C100380,2025-08-31,193,18,100.0
C100380,2025-09-30,133,48,100.0
C100380,2025-10-31,99,46,68.8
C100381,2025-05-31,201,49,100.0
C100381,2025-06-30,250,66,100.0
C100381,2025-07-31,233,113,100.0
C100381,2025-08-31,175,15,92.7
C100381,2025-09-30,106,164,69.1
C100381,2025-10-31,93,26,92.2
C100382,2024-11-30,21,16,70.4
C100382,2024-12-31,8,5,80.0
C100382,2025-01-31,18,17,53.0
C100382,2025-02-28,12,8,34.6
C100382,2025-03-31,15,11,65.2
C100382,2025-04-30,7,9,40.6
C100382,2025-05-31,14,10,43.7
C100382,2025-06-30,31,17,84.0
C100382,2025-07-31,16,4,57.0
C100382,2025-08-31,18,6,32.5
C100382,2025-09-30,19,7,70.1
C100382,2025-10-31,25,16,33.1
C100383,2025-02-28,69,16,48.6
C100383,2025-03-31,49,49,58.9
C100383,2025-04-30,97,39,74.5
C100383,2025-05-31,87,38,60.3
C100383,2025-06-30,104,34,85.0
C100383,2025-07-31,39,51,73.3
C100383,2025-08-31,75,20,91.7
C100383,2025-09-30,81,17,48.7
C100383,2025-10-31,73,1,77.4
C100384,2024-11-30,114,121,80.1
C100384,2024-12-31,202,48,100.0
C100384,2025-01-31,255,25,100.0
C100384,2025-02-28,293,72,100.0
C100384,2025-03-31,184,71,77.2
C100384,2025-04-30,203,0,100.0
C100384,2025-05-31,207,55,100.0
C100384,2025-06-30,189,34,88.6
C100384,2025-07-31,155,62,76.8
C100384,2025-08-31,175,89,100.0
C100384,2025-09-30,123,89,100.0
C100384,2025-10-31,124,97,100.0
C100385,2024-11-30,189,71,94.8
C100385,2024-12-31,114,84,100.0
C100385,2025-01-31,112,103,80.8
C100385,2025-02-28,146,133,100.0
C100385,2025-03-31,70,45,98.5
C100385,2025-04-30,147,21,82.6
C100385,2025-05-31,179,111,100.0
C100385,2025-06-30,278,104,100.0
C100385,2025-07-31,94,29,88.0
C100385,2025-08-31,112,140,100.0
C100385,2025-09-30,175,20,94.9
C100385,2025-10-31,210,46,100.0
C100386,2024-11-30,71,30,59.6
C100386,2024-12-31,57,33,89.7
C100386,2025-01-31,38,25,63.6
C100386,2025-02-28,75,13,48.7
C100386,2025-03-31,76,2,100.0
C100386,2025-04-30,56,2,59.1
C100386,2025-05-31,69,20,73.4
C100386,2025-06-30,77,26,56.9
C100386,2025-07-31,52,55,100.0
C100386,2025-08-31,11,49,58.7
C100386,2025-09-30,82,20,42.0
C100386,2025-10-31,74,13,46.9
C100387,2025-04-30,28,40,62.1
C100387,2025-05-31,78,42,67.6
C100387,2025-06-30,58,20,65.1
C100387,2025-07-31,36,37,83.5
C100387,2025-08-31,40,53,65.6
C100387,2025-09-30,65,0,35.5
C100387,2025-10-31,63,44,57.6
C100388,2025-08-31,33,14,42.8
C100388,2025-09-30,20,24,31.8
C100388,2025-10-31,24,8,72.1
C100389,2025-07-31,210,53,100.0
C100389,2025-08-31,264,72,100.0
C100389,2025-09-30,106,70,81.8
C100389,2025-10-31,184,120,100.0
C100390,2025-03-31,32,19,77.6
C100390,2025-04-30,15,6,38.8
C100390,2025-05-31,27,2,72.5
C100390,2025-06-30,11,14,54.0
C100390,2025-07-31,30,16,88.7
C100390,2025-08-31,31,10,37.2
C100390,2025-09-30,11,0,32.0
C100390,2025-10-31,20,6,53.1
C100391,2024-11-30,71,24,51.2
C100391,2024-12-31,58,13,63.9
C100391,2025-01-31,92,25,100.0
C100391,2025-02-28,94,19,59.1
C100391,2025-03-31,58,50,59.5
C100391,2025-04-30,81,51,61.5
C100391,2025-05-31,43,42,67.4
C100391,2025-06-30,43,23,62.9
C100391,2025-07-31,22,43,47.8
C100391,2025-08-31,0,29,35.2
C100391,2025-09-30,100,19,61.4
C100391,2025-10-31,72,18,58.4
C100392,2025-09-30,24,3,28.9
C100392,2025-10-31,33,13,55.7
C100393,2024-11-30,19,13,75.8
C100393,2024-12-31,13,12,44.2
C100393,2025-01-31,18,10,55.9
C100393,2025-02-28,25,12,28.2
C100393,2025-03-31,9,7,89.6
C100393,2025-04-30,13,8,43.6
C100393,2025-05-31,15,11,83.0
C100393,2025-06-30,23,5,100.0
C100393,2025-07-31,20,6,84.9
C100393,2025-08-31,16,19,37.9
C100393,2025-09-30,31,11,86.2
C100393,2025-10-31,35,3,87.2
C100394,2024-11-30,8,3,36.6
C100394,2024-12-31,24,10,54.7
C100394,2025-01-31,21,13,70.4
C100394,2025-02-28,28,20,58.9
C100394,2025-03-31,15,13,32.1
C100394,2025-04-30,14,15,52.2
C100394,2025-05-31,10,1,54.3
C100394,2025-06-30,29,16,61.9
C100394,2025-07-31,36,9,59.2
C100394,2025-08-31,0,7,67.0
C100394,2025-09-30,32,5,69.9
C100394,2025-10-31,28,10,13.7
C100395,2024-11-30,153,101,82.1
C100395,2024-12-31,125,21,40.3
C100395,2025-01-31,197,69,100.0
C100395,2025-02-28,188,55,100.0
C100395,2025-03-31,171,110,100.0
C100395,2025-04-30,201,57,97.1
C100395,2025-05-31,136,78,71.3
C100395,2025-06-30,65,88,63.5
C100395,2025-07-31,130,54,100.0
C100395,2025-08-31,210,18,100.0
C100395,2025-09-30,187,95,100.0
C100395,2025-10-31,76,41,65.0
C100396,2024-11-30,22,20,43.6
C100396,2024-12-31,11,9,74.3
C100396,2025-01-31,8,18,49.2
C100396,2025-02-28,14,0,68.8
C100396,2025-03-31,18,11,38.0
C100396,2025-04-30,17,7,53.7
C100396,2025-05-31,14,0,100.0
C100396,2025-06-30,9,11,17.6
C100396,2025-07-31,4,10,54.8
C100396,2025-08-31,30,12,57.0
C100396,2025-09-30,12,18,72.6
C100396,2025-10-31,10,10,56.2
C100397,2024-11-30,51,43,83.6
C100397,2024-12-31,55,24,98.3
C100397,2025-01-31,82,31,44.7
C100397,2025-02-28,68,42,17.6
C100397,2025-03-31,66,22,67.6
C100397,2025-04-30,38,27,90.5
C100397,2025-05-31,49,47,50.2
C100397,2025-06-30,78,30,83.0
C100397,2025-07-31,60,41,18.6
C100397,2025-08-31,25,37,17.5
C100397,2025-09-30,47,29,49.1
C100397,2025-10-31,43,34,84.5
C100398,2024-11-30,12,6,39.4
C100398,2024-12-31,0,10,68.7
C100398,2025-01-31,28,4,34.3
C100398,2025-02-28,20,14,59.8
C100398,2025-03-31,22,16,42.6
C100398,2025-04-30,18,19,52.1
C100398,2025-05-31,9,5,34.2
C100398,2025-06-30,22,4,62.8
C100398,2025-07-31,14,0,60.8
C100398,2025-08-31,21,13,43.5
C100398,2025-09-30,13,12,84.7
C100398,2025-10-31,20,12,50.2
C100399,2025-01-31,7,15,70.5
C100399,2025-02-28,25,8,70.3
C100399,2025-03-31,27,19,78.8
C100399,2025-04-30,20,2,59.8
C100399,2025-05-31,22,14,84.4
C100399,2025-06-30,19,22,21.1
C100399,2025-07-31,23,5,19.5
C100399,2025-08-31,18,1,52.8
C100399,2025-09-30,20,16,26.5
C100399,2025-10-31,27,10,79.6
C100400,2024-11-30,16,2,31.0
C100400,2024-12-31,9,12,82.5
C100400,2025-01-31,15,13,24.5
C100400,2025-02-28,21,14,28.0
C100400,2025-03-31,18,14,0.0
C100400,2025-04-30,30,12,74.3
C100400,2025-05-31,16,0,66.0
C100400,2025-06-30,19,10,78.1
C100400,2025-07-31,26,21,61.7
C100400,2025-08-31,14,8,63.0
C100400,2025-09-30,28,1,59.5
C100400,2025-10-31,32,8,79.3
C100401,2025-02-28,71,47,57.5
C100401,2025-03-31,40,30,32.7
C100401,2025-04-30,53,34,100.0
C100401,2025-05-31,69,41,96.3
C100401,2025-06-30,36,27,100.0
C100401,2025-07-31,58,50,88.6
C100401,2025-08-31,24,35,60.9
C100401,2025-09-30,67,16,50.0
C100401,2025-10-31,48,28,89.7
C100403,2024-11-30,34,18,78.5
C100403,2024-12-31,11,7,57.9
C100403,2025-01-31,14,13,69.1
C100403,2025-02-28,24,16,39.9
C100403,2025-03-31,27,5,40.2
C100403,2025-04-30,24,17,67.8
C100403,2025-05-31,20,11,59.4
C100403,2025-06-30,10,2,51.8
C100403,2025-07-31,20,10,70.2
C100403,2025-08-31,18,13,53.1
C100403,2025-09-30,34,10,100.0
C100403,2025-10-31,22,8,39.3
C100404,2024-11-30,8,4,35.1
C100404,2024-12-31,23,6,61.4
C100404,2025-01-31,30,9,100.0
C100404,2025-02-28,10,9,42.5
C100404,2025-03-31,27,0,30.1
C100404,2025-04-30,19,19,60.9
C100404,2025-05-31,9,2,86.5
C100404,2025-06-30,15,4,84.5
C100404,2025-07-31,28,17,40.3
C100404,2025-08-31,7,10,59.0
C100404,2025-09-30,22,18,22.7
C100404,2025-10-31,26,3,75.8
C100405,2025-03-31,16,5,43.1
C100405,2025-04-30,8,10,37.2
C100405,2025-05-31,26,13,92.4
C100405,2025-06-30,22,13,85.3
C100405,2025-07-31,14,1,58.7
C100405,2025-08-31,8,24,81.8
C100405,2025-09-30,37,10,73.3
C100405,2025-10-31,16,15,31.0
C100406,2025-05-31,0,36,20.9
C100406,2025-06-30,222,146,95.9
C100406,2025-07-31,212,109,89.3
C100406,2025-08-31,118,45,100.0
C100406,2025-09-30,71,65,59.9
C100406,2025-10-31,166,60,94.6
C100407,2025-10-31,128,155,84.3
C100408,2025-04-30,11,13,50.8
C100408,2025-05-31,8,23,45.6
C100408,2025-06-30,16,10,89.9
C100408,2025-07-31,6,11,93.7
C100408,2025-08-31,21,2,44.6
C100408,2025-09-30,21,17,50.2
C100408,2025-10-31,26,1,29.8
C100409,2024-11-30,48,55,67.4
C100409,2024-12-31,66,35,94.2
C100409,2025-01-31,45,42,48.4
C100409,2025-02-28,107,15,68.0
C100409,2025-03-31,73,31,80.9
C100409,2025-04-30,65,10,100.0
C100409,2025-05-31,81,54,66.4
C100409,2025-06-30,69,33,95.6
C100409,2025-07-31,87,33,48.6
C100409,2025-08-31,102,40,71.8
C100409,2025-09-30,69,2,94.1
C100409,2025-10-31,24,26,62.9
C100410,2025-03-31,198,74,100.0
C100410,2025-04-30,138,68,97.7
C100410,2025-05-31,129,0,77.6
C100410,2025-06-30,153,59,97.9
C100410,2025-07-31,121,33,80.5
C100410,2025-08-31,122,70,98.5
C100410,2025-09-30,129,26,65.0
C100410,2025-10-31,285,22,100.0
C100411,2024-11-30,24,12,68.4
C100411,2024-12-31,16,11,56.6
C100411,2025-01-31,17,11,76.8
C100411,2025-02-28,19,9,77.7
C100411,2025-03-31,27,19,23.9
C100411,2025-04-30,27,13,41.3
C100411,2025-05-31,22,16,40.8
C100411,2025-06-30,23,15,36.2
C100411,2025-07-31,18,11,40.1
C100411,2025-08-31,12,9,70.0
C100411,2025-09-30,25,4,71.4
C100411,2025-10-31,13,0,47.0
C100412,2025-04-30,86,41,78.6
C100412,2025-05-31,49,22,68.5
C100412,2025-06-30,34,23,57.0
C100412,2025-07-31,27,14,67.2
C100412,2025-08-31,60,24,51.8
C100412,2025-09-30,97,14,87.4
C100412,2025-10-31,48,30,75.2
C100413,2024-12-31,63,69,94.8
C100413,2025-01-31,238,64,100.0
C100413,2025-02-28,263,117,100.0
C100413,2025-03-31,105,110,64.8
C100413,2025-04-30,200,84,100.0
C100413,2025-05-31,125,43,100.0
C100413,2025-06-30,126,52,90.4
C100413,2025-07-31,150,26,88.7
C100413,2025-08-31,105,105,67.3
C100413,2025-09-30,41,0,34.3
C100413,2025-10-31,216,70,100.0
C100414,2025-03-31,24,10,56.5
C100414,2025-04-30,28,10,87.3
C100414,2025-05-31,24,6,48.1
C100414,2025-06-30,14,17,46.6
C100414,2025-07-31,13,11,52.4
C100414,2025-08-31,22,21,75.6
C100414,2025-09-30,20,1,46.7
C100414,2025-10-31,25,2,100.0
C100415,2024-12-31,20,10,43.3
C100415,2025-01-31,23,3,100.0
C100415,2025-02-28,30,15,32.2
C100415,2025-03-31,21,17,68.9
C100415,2025-04-30,11,6,44.6
C100415,2025-05-31,15,19,16.6
C100415,2025-06-30,25,2,39.1
C100415,2025-07-31,3,6,81.2
C100415,2025-08-31,22,2,77.7
C100415,2025-09-30,29,10,100.0
C100415,2025-10-31,26,14,42.6
C100416,2025-05-31,175,79,100.0
C100416,2025-06-30,101,75,67.3
C100416,2025-07-31,19,111,26.3
C100416,2025-08-31,146,83,100.0
C100416,2025-09-30,124,81,100.0
C100416,2025-10-31,181,142,100.0
C100417,2025-01-31,61,13,79.1
C100417,2025-02-28,76,26,86.2
C100417,2025-03-31,52,42,85.6
C100417,2025-04-30,81,32,56.2
C100417,2025-05-31,45,40,100.0
C100417,2025-06-30,51,38,55.9
C100417,2025-07-31,36,17,20.4
C100417,2025-08-31,92,0,75.4
C100417,2025-09-30,31,14,87.9
C100417,2025-10-31,64,12,59.5
C100418,2025-04-30,13,9,57.8
C100418,2025-05-31,35,0,61.0
C100418,2025-06-30,17,15,62.8
C100418,2025-07-31,24,12,39.4
C100418,2025-08-31,29,14,78.0
C100418,2025-09-30,30,12,89.6
C100418,2025-10-31,23,8,57.5
C100419,2024-11-30,19,6,89.0
C100419,2024-12-31,22,10,65.1
C100419,2025-01-31,43,3,47.4
C100419,2025-02-28,8,8,57.6
C100419,2025-03-31,16,6,58.2
C100419,2025-04-30,15,11,77.3
C100419,2025-05-31,25,15,80.1
C100419,2025-06-30,22,9,41.9
C100419,2025-07-31,16,6,70.0
C100419,2025-08-31,22,14,34.1
C100419,2025-09-30,31,7,38.3
C100419,2025-10-31,16,24,47.6
C100420,2025-01-31,17,8,52.7
C100420,2025-02-28,13,10,75.8
C100420,2025-03-31,22,3,50.4
C100420,2025-04-30,15,10,81.6
C100420,2025-05-31,18,9,91.6
C100420,2025-06-30,27,13,98.2
C100420,2025-07-31,23,0,74.3
C100420,2025-08-31,7,12,18.1
C100420,2025-09-30,16,7,39.9
C100420,2025-10-31,17,16,41.4
C100421,2025-08-31,73,12,70.5
C100421,2025-09-30,67,12,46.1
C100421,2025-10-31,71,50,72.1
C100422,2025-05-31,49,32,67.4
C100422,2025-06-30,65,0,50.3
C100422,2025-07-31,39,32,66.7
C100422,2025-08-31,75,34,49.0
C100422,2025-09-30,94,52,56.2
C100422,2025-10-31,67,19,75.1
C100423,2025-06-30,198,159,100.0
C100423,2025-07-31,156,55,100.0
C100423,2025-08-31,216,68,100.0
C100423,2025-09-30,49,91,71.3
C100423,2025-10-31,103,113,75.9
C100424,2025-05-31,18,9,49.0
C100424,2025-06-30,21,16,34.2
C100424,2025-07-31,23,11,60.7
C100424,2025-08-31,26,10,68.3
C100424,2025-09-30,25,6,64.3
C100424,2025-10-31,17,9,49.2
C100425,2024-11-30,71,31,81.6
C100425,2024-12-31,59,1,70.3
C100425,2025-01-31,61,34,58.5
C100425,2025-02-28,31,41,54.9
C100425,2025-03-31,64,24,71.2
C100425,2025-04-30,49,12,75.8
C100425,2025-05-31,45,32,73.2
C100425,2025-06-30,45,8,100.0
C100425,2025-07-31,47,41,100.0
C100425,2025-08-31,78,24,74.7
C100425,2025-09-30,40,45,74.7
C100425,2025-10-31,47,11,39.2
C100426,2024-11-30,83,32,82.0
C100426,2024-12-31,40,3,82.6
C100426,2025-01-31,61,46,62.6
C100426,2025-02-28,54,42,82.6
C100426,2025-03-31,79,24,88.6
C100426,2025-04-30,86,28,68.4
C100426,2025-05-31,92,18,93.3
C100426,2025-06-30,58,0,91.9
C100426,2025-07-31,0,0,60.5
C100426,2025-08-31,72,18,77.0
C100426,2025-09-30,0,42,55.0
C100426,2025-10-31,58,30,79.2
C100427,2025-10-31,19,0,100.0
C100428,2025-09-30,29,2,52.8
C100428,2025-10-31,18,16,12.8
C100429,2025-06-30,112,0,81.6
C100429,2025-07-31,113,73,75.6
C100429,2025-08-31,97,96,91.4
C100429,2025-09-30,170,62,95.2
C100429,2025-10-31,133,91,50.8
C100430,2025-02-28,162,82,100.0
C100430,2025-03-31,131,0,84.9
C100430,2025-04-30,240,70,100.0
C100430,2025-05-31,140,84,100.0
C100430,2025-06-30,127,87,100.0
C100430,2025-07-31,196,168,100.0
C100430,2025-08-31,233,36,100.0
C100430,2025-09-30,181,48,100.0
C100430,2025-10-31,190,40,100.0
C100431,2024-11-30,26,64,78.7
C100431,2024-12-31,57,22,58.9
C100431,2025-01-31,56,29,93.8
C100431,2025-02-28,107,33,68.8
C100431,2025-03-31,46,26,44.7
C100431,2025-04-30,31,67,66.4
C100431,2025-05-31,40,44,39.8
C100431,2025-06-30,33,15,94.1
C100431,2025-07-31,53,0,91.9
C100431,2025-08-31,52,0,61.0
C100431,2025-09-30,72,37,100.0
C100431,2025-10-31,39,30,49.0
C100432,2025-09-30,22,45,66.6
C100432,2025-10-31,66,37,58.3
C100433,2024-11-30,11,10,76.9
C100433,2024-12-31,32,14,61.3
C100433,2025-01-31,22,10,36.8
C100433,2025-02-28,20,1,54.2
C100433,2025-03-31,33,14,42.5
C100433,2025-04-30,19,4,55.1
C100433,2025-05-31,28,13,100.0
C100433,2025-06-30,29,11,73.2
C100433,2025-07-31,18,3,82.1
C100433,2025-08-31,28,8,64.8
C100433,2025-09-30,29,15,30.4
C100433,2025-10-31,21,8,79.3
C100434,2024-11-30,84,53,55.6
C100434,2024-12-31,41,50,51.8
C100434,2025-01-31,23,39,46.7
C100434,2025-02-28,102,35,87.2
C100434,2025-03-31,51,58,74.2
C100434,2025-04-30,50,15,65.2
C100434,2025-05-31,36,48,25.8
C100434,2025-06-30,56,40,75.5
C100434,2025-07-31,42,41,46.3
C100434,2025-08-31,59,41,78.9
C100434,2025-09-30,43,51,66.1
C100434,2025-10-31,77,57,98.0
C100435,2025-09-30,86,33,94.5
C100435,2025-10-31,65,8,77.7
C100436,2025-09-30,66,40,69.4
C100436,2025-10-31,41,41,37.4
C100437,2024-11-30,221,60,100.0
C100437,2024-12-31,171,94,78.8
C100437,2025-01-31,186,82,99.3
C100437,2025-02-28,98,55,56.7
C100437,2025-03-31,236,132,100.0
C100437,2025-04-30,127,61,100.0
C100437,2025-05-31,238,46,100.0
C100437,2025-06-30,226,0,100.0
C100437,2025-07-31,126,4,100.0
C100437,2025-08-31,187,45,100.0
C100437,2025-09-30,221,65,100.0
C100437,2025-10-31,266,100,100.0
C100438,2025-06-30,92,35,70.6
C100438,2025-07-31,61,48,30.5
C100438,2025-08-31,53,54,57.4
C100438,2025-09-30,97,55,81.0
C100438,2025-10-31,46,24,100.0
C100439,2025-04-30,34,10,49.2
C100439,2025-05-31,20,11,31.8
C100439,2025-06-30,20,17,20.7
C100439,2025-07-31,26,18,47.5
C100439,2025-08-31,33,5,69.8
C100439,2025-09-30,17,8,43.3
C100439,2025-10-31,25,15,57.0
C100440,2025-07-31,27,37,67.4
C100440,2025-08-31,54,63,36.7
C100440,2025-09-30,6,16,66.2
C100440,2025-10-31,34,12,80.4
C100441,2024-11-30,23,12,73.3
C100441,2024-12-31,16,7,71.5
C100441,2025-01-31,9,0,44.3
C100441,2025-02-28,27,11,76.1
